web-scraper-order,web-scraper-start-url,Title,Lay Summary,Technical Summary,Health Outcomes to be Measured,Collaborators,Linkages
1616633341-2194,https://www.cprd.com/protocol-list?page=25,Trends in survival of older care home residents in England since 1995: a multi-cohort study,"Survival rates among older care home residents are lower than for older people in the community because care home residents are typically in poorer health than community-dwelling people of the same age. The policy emphasis on enabling older people to remain in their own homes means that care home entry may be occurring at later ages than previously. Whether this is resulting in more disparity between the survival rates of care home residents and older people living in the community is unknown; previous studies examined only single cohorts of older people. How survival in care homes is changing is relevant for health and social care planning. We will calculate the proportion of care home residents aged 65+ observed in each year since 1995 who are alive 6 months, 1 year and 2 years later. We will contrast these proportions with those for older people living in the community. We will take account of differences across years and between care home residents and community-dwelling older people in their ages, gender and the degree of deprivation where they live. This will give insights into trends in survival amongst the two population groups and suggest avenues for further research to explain these trends.","Policy emphasis on enabling older people to remain in their own homes means that care home entry may be occurring at later ages. Whether this is resulting in more disparity between survival of care home residents and those living in the community is unknown; previous studies examined only single cohorts. How survival in care homes is changing is relevant for health and social care planning. Objective: To examine trends since 1995 in 6-month, 1-year and 2-year survival of older care home residents in England, compared with community-dwelling older people, adjusting for age, gender and patient level index of multiple deprivation. Methods: For each year from 1995, patients in CPRD aged 65+ will be classified as care home residents or community dwelling using GP recorded events. Their 6-month, 1-year and 2-year survival will be determined from linked ONS mortality register data. Data analysis: Unadjusted (other than for time period) and adjusted Cox proportional hazard and logistic regression models of survival will be estimated for care home residents and community dwelling people separately; and for the two groups combined, entering care home residence as a co-variate (testing for significant interactions with age, gender and deprivation).","Unadjusted 6-month, 1-year and 2-year survival rates for each year from 1995 to 2015 among care home residents aged 65 and over (GP patients aged 65+ and with a record of care home residence in the earlier of each pair of time points);Trends over the same periods in 6-month, 1-year and 2- year survival, adjusting for age, gender and patient level index of multiple deprivation of care home residents aged 65+ compared with community-dwelling people aged 65+ (GP patients aged 65+ and with no record of residence in care home in the earlier of each pair of time points).","Professor Ruth Hancock - Chief Investigator - University of East Anglia

Dr Ferran Espuny Pujol - Corresponding Applicant - University College London (UCL)

Marcello Morciano - Collaborator - University of East Anglia",ONS;ONS;Patient IMD;Patient IMD
1616633370-2206,https://www.cprd.com/protocol-list?page=25,Investigating the impact of the introduction of a named GP assigned to patients 75 and over on their continuity of care and emergency hospital admission,"National Health Service Employers and General Medical Services agreed that patients aged 75+ should have a named accountable GP to provide personalised care to keep them healthy and out of hospital. General practices were required to follow this policy from mid-2014 onwards. The ultimate aim is to find out whether this policy has been effective. We examine whether the introduction of the assignment of a named GP led to better continuity of care. If continuity of care improved, we assess whether this led to fewer emergency hospital admissions. We will obtain data from a random sample of 30,000 patients aged 65-85 in 2012, from the Clinical Practice Research Datalink (CPRD). The CPRD is linked with data showing which patients were admitted to hospital. These data contain information on every contact each patient had with their general practice and any hospital admissions between April 2012 and April 2016. This includes a two-year period before and after the introduction of the named GP scheme. This allows us to compare a patient's continuity of primary care and a patient's experience of emergency hospital admission before and after the scheme was introduced while taking into account factors such as age, co-morbidities and practice services.","National Health Service Employers and General Medical Services agreed to introduce from mid-2014 a named accountable GP for all patients aged 75+. This study aims to investigate whether this intervention 1) improved patients' continuity of care and 2) decreased their risk of emergency hospital admission. This cohort study obtains a random sample of 30,000 patients aged between 65-85 in 2012 from the Clinical Practice Research Datalink (CPRD), who were registered with their practice at least one year prior to 2012 and who were alive in 2014. The CPRD is linked with Hospital Episode Statistics showing emergency hospital attendance and admissions. Patients will be followed between April 2012-April 2016, comprising a two-year period before and after the intervention. As a patient's continuity of care and emergency hospital admission will be measured in the pre-intervention and post-intervention period, this study uses a multilevel model to analyse repeated measurements over time (within patients) whereby time-period is level-1, patients is level-2, and general practices is the level-3 unit. A mediation analysis, adjusted for confounders at the individual and practice level, will test the hypothesised causal chain in which a named GP improves continuity of care that, in turn, decrease risk of emergency hospital admission.",Continuity of primary care; GP referrals and admission through A&E.,"Dr Peter Tammes - Chief Investigator - University of Bristol

Professor Chris Salisbury - Collaborator - University of Bristol

Fiona MacKichan - Collaborator - University of Bristol

Dr Peter Tammes - Corresponding Applicant - University of Bristol

Professor Richard Morris - Collaborator - University of Bristol

Dr Rupert Payne - Collaborator - University of Bristol

Dr Sarah Purdy - Collaborator - University of Bristol",HES Admitted;HES Admitted;ONS;ONS;Other;Other;Patient IMD;Patient IMD
1616633356-2200,https://www.cprd.com/protocol-list?page=25,Restriction and comorbidity matching to control for confounding in a study of 5 alpha reductase Inhibitors (5ARIs) and risk of Venous Thromboembolism (VTE)  in male Benign Prostatic Hyperplasia (BPH) patients.,"Blood clots which occur in the veins of the legs or in the lungs, also known as venous thromboembolism (VTE), continue to pose important health problems, however much remains unknown about what causes them. In recent years, more attention is being focused on medications that play a role in the development of this disease. Enlarged prostate, also known as Benign prostatic hyperplasia (BPH) is fairly common as men grow older. A significant proportion of the males with prostate enlargement receives drugs known as 5- alpha reductase inhibitors (5-ARIs) for ongoing treatment of BPH. These drugs help to shrink the size of the prostate and reduce symptoms like difficulty urinating. Because 5ARI use is common in people with BPH it is important to understand serious adverse effects caused by 5ARI. The objective of this study is to determine whether 5ARI use increases the risk of blood clots (VTE) among male adult patients with BPH.","Venous thromboembolism (VTE) continues to pose an important disease burden, however a lot remains unknown about the risk factors that cause it. In recent years, more attention has been focused on medications that play a role in the development of drug-induced venous thrombosis. A significant proportion of the adult population receives 5- alpha reductase inhibitors (5-ARIs) for ongoing treatment of BPH. Therefore, potential serious adverse consequences associated with these treatments should be investigated. This will be a nested case control study among a population of men who received at least one 5ARI or alpha blocker prescription for treatment of BPH during 1995- 2015 in the UK-based Clinical Practice Research Datalink. Cases of VTE (pulmonary embolism [PE] or deep venous thrombosis [DVT]) and matched controls will be derived from the base population. The risk of VTE in relation to timing of drug exposure, duration of use and types of drug will be assessed. Descriptive analyses as well as conditional logistic regression will be used to evaluate the relationship between 5ARIs and the risk of VTE. The proposed study in a large population-based database of high quality will efficiently evaluate the safety of this pharmacologic agent, which will guide the development of guidelines for its use in the prolonged care of BPH patients.",Incident Venous Thromboembolism.,"Professor Susan Jick - Chief Investigator - BCDSP - Boston Collaborative Drug Surveillance Program

Lade Ayodele - Corresponding Applicant - Decision Resources Group",null
1616633379-2210,https://www.cprd.com/protocol-list?page=25,"Real-World Evidence in Oncology in England: Epidemiology, Patient Characteristics and Survival","Cancer is when abnormal cells divide in an uncontrolled way. Some cancers may eventually spread into other tissues. There are more than 200 different types of cancer. Staging and grading of cancer give an idea of how quickly a cancer may grow and which treatments may work best. Treatments can include surgery, radiotherapy and drug treatments (such as chemotherapy, hormone therapy or targeted cancer drugs).

The purpose of this study is to understand the characteristics and outcomes of patients diagnosed with several different types of cancer in England. This research will help to characterise these patients in terms of their demographics and medical history, and to describe how long they survive for depending on their characteristics and stage of disease.  This research will help to provide an up-to-date picture of the characteristics and outcomes of patients with these cancers in England.","According to Cancer Research UK, there were around 357,000 new cases of cancer in the United Kingdom (UK) in 2014, however there is limited recent real-world data on cancer patients in the UK. The rationale of this study therefore is to fill this evidence gap and describe the characteristics and overall survival of patients with a number of cancers in England. Specifically, the aims are to understand patient characteristics (demographic and clinical) and survival rates. In order to do this, the study will link data from the Clinical Practice Research Datalink, Hospital Episodes Statistics, National Cancer Registration and Analysis Service and Office of National Statistics (ONS) in order to provide the most accurate data on patient diagnoses and clinical characteristics. 

Patient demographics, baseline clinical characteristics and tumour status will be analysed descriptively. Overall survival (OS) will be summarized as a continuous variable, Kaplan-Meier curves presented and median time estimated. Death rates will be described separately for those with and without advanced/metastatic cancer.","Outcomes:

- Overall survival (OS): defined as time since index date or initiation of chemotherapy until date of death due to any cause identified from ONS data. 
- Incidence rates of cancers: Number of new cases of a specific cancer in the population in 2012, 2013, 2014, and 2015 expressed as number of cancers per 100,000 population at risk.
- Incident cancer events will be identified from the CPRD-Cancer registry databases as the first record for a cancer indication of interest in either of these databases. Diagnoses must be present in both databases.","Sreeram Ramagopalan - Chief Investigator - London School Of Economics & Political Science

Laura McDonald - Collaborator - Bristol-Myers Squibb Pharmaceuticals Limited - UK ( BMS )

Sreeram Ramagopalan - Corresponding Applicant - London School Of Economics & Political Science",Cancer Registration Data;HES Admitted;ONS;Patient IMD;SACT Cancer Data
1616633365-2204,https://www.cprd.com/protocol-list?page=25,Retrospective cohort study to understand the natural history and burden of disease of Huntington's disease in the United Kingdom,"Huntington's disease (HD) is an inherited disease caused by a defect in the genetic coding (""mutation"") of a protein called huntingtin. The resulting mutated huntingtin protein harms nerve cells in the brain, disrupting their functioning and leading to their death. Although people with HD are born with the mutation, symptoms typically do not appear until the age of 40-50 years. Signs and symptoms of HD include various emotional and psychiatric problems, uncontrolled movements, and loss of intellectual abilities; these symptoms worsen over time.  People with HD usually live for about 20 years after the condition begins. To inform clinical studies for a therapy for HD, a better understanding of the natural course (""natural history"") of the disease is needed. Information about individuals with HD is available, on an anonymous basis, through linkage of the UK's CPRD database, Hospital Episode Statistics (HES) dataset, and mortality data (ONS). Examining these data is an opportunity to improve knowledge of HD, its progression, and its impact on the health system.","The study aims to describe the natural history, treatment patterns, and healthcare resource utilization (HCRU) of Huntington's Disease (HD) in the United Kingdom (UK). A cohort of patients with HD and a matched non-diseased cohort will be constructed from linked Clinical Practice Research Datalink (CPRD), Hospital Episode Statistics (HES), and mortality (ONS) data. The clinical characteristics, treatments, and procedures in patients with HD at time of diagnosis, motor-symptom onset, and 3 months before death will be characterized using descriptive statistics. The time to death will be estimated for the incident HD and matched non-diseased cohorts stratified by age strata and sex. A standardized mortality ratio will be calculated by gender and age strata in order to compare the mortality risk of the HD cohort to that of the CPRD population. Total HCRU will also be compared between cohorts to describe the burden of HD on the health system. Finally, a general cohort from the linked datasets will be constructed to calculate the incidence of HD over the study period and the point prevalence at the end of each calendar year, overall and stratified by age, sex, and geographical region.","-	Motor symptoms
-	Healthcare resource utilization
-	Time to death after diagnosis and cause of death
-	Cognitive symptoms
-	Treatment patterns (pharmacological vs. non-pharmacological)
-	Psychiatric symptoms	  	
-	Comorbities and symptoms","David Evans - Chief Investigator - Roche

Ajay Patel - Collaborator - Roche

Mrs Allison Dillon - Collaborator - Genesis Research LLC

Amale El Ghachi - Collaborator - Roche

Dr Asif Jan - Collaborator - Roche

Camille Perret - Corresponding Applicant - Roche

Mr Fabian Wiktorowski - Collaborator - Roche

Dr Hannah Furby - Corresponding Applicant - Roche

Lianna Ishihara - Corresponding Applicant - Bristol-Myers Squibb Pharmaceuticals Limited - UK ( BMS )

Mr Marcus Hibell - Collaborator - Roche

Mr Thanos Siadimas - Collaborator - Roche",HES Admitted;HES Admitted;HES Admitted;HES Outpatient;HES Outpatient;HES Outpatient;ONS;ONS;Practice IMD (Standard);Practice IMD (Standard)
1616633375-2208,https://www.cprd.com/protocol-list?page=25,"Seizure frequency and resource utilisation associated with initiation of perampanel, eslicarbazepine and rufinamide in patients with epilepsy","Epilepsy is characterised by the repeated occurrence of seizures caused by episodes of abnormal electrical activity in the brain. In order to prevent seizures, people with epilepsy are commonly treated with anti-epileptic drugs. Several anti-epileptic drugs are available and the choice of anti-epileptic drug prescribed is likely to depend on the cause of the epilepsy, the type of seizure, the patient's medical history and cost. Perampanel, eslicarbazepine and rufinamide are three newer anti-epileptic drugs. In this study, we wish to study patients prescribed perampanel, eslicarbazepine and rufinamide in the CPRD dataset and describe their patient characteristics. In addition, we aim to compare the frequency of seizures, associated events and side effects and also the cost of healthcare before and after initiation of the study drug. Furthermore, we intend to compare patients treated with perampanel, eslicarbazepine and rufinamide to other patients with epilepsy so that they are as similar as possible. We will then compare the frequency of seizures, the frequency of side effects and healthcare costs between patients prescribed perampanel, eslicarbazepine and rufinamide and their matched groups.","A retrospective cohort study using CPRD GOLD will be conducted. Data from HES inpatient, outpatient and accident and emergency datasets and the patient level Townsend score will be utilised in a sensitivity analysis in patients eligible for linkage. Acceptable patients, registered at an up-to-standard practice will be included in the study if they have received a prescription for perampanel, eslicarbazepine or rufinamide from 2008 onwards and have a first prescription for a study drug recorded in CPRD GOLD >365 days after their date of registration. The baseline characteristics of the cases and the frequency of prescriptions for the study drugs will be described. Cases will be matched by propensity score to one control patient with the same epilepsy syndrome, seizure type and concomitant antiepileptic drug(s) initiating an antiepileptic therapy recommended at the same point in the treatment pathway. Frequency of seizures and adverse events and number of antiepileptic regimen changes will be compared prior to and post initiation and between cases and controls. Standard published NHS healthcare costs will be attributed to healthcare resource use. Healthcare resource use and the associated costs will be compared using the Wilcoxon signed rank test.",Healthcare resource use; Frequency of adverse event; Healthcare costs; Seizure frequency.,"Dr Christopher Morgan - Chief Investigator - Pharmatelligence

Dr Christopher Morgan - Corresponding Applicant - Pharmatelligence

Mrs Sara Jenkins-Jones - Collaborator - Pharmatelligence

Dr Sarah Holden - Collaborator - Pharmatelligence",HES A&E;HES Admitted;HES Outpatient;Patient Townsend
1616633358-2201,https://www.cprd.com/protocol-list?page=25,Lifestyle and socio-economic risk factors for non-valvular atrial fibrillation,"Smoking, drinking alcohol and obesity are related to diseases such as heart disease and damage to blood vessels. They are also related to social class and income. As these risks are preventable, and as they can be influenced by public health policies, we aim to look at them in relation to a common heart condition called atrial fibrillation. Atrial fibrillation is the commonest cause of irregular heartbeats and a common cause of stroke (a serious medical condition that occurs when the blood supply to part of the brain is cut off).
The reason for doing this research is that atrial fibrillation is increasing and it often requires treatment with blood thinning drugs and therefore is a significant burden; yet for some people it may be preventable by changing our smoking and alcohol drinking habits and by losing weight. The results may help demonstrate potentially correctable risk factors associated with atrial fibrillation. Education about these risk factors may result in a reduction in these risks and the risk of atrial fibrillation.","Lifestyle related factors such as smoking, alcohol consumption and obesity affect the risk of developing cardiovascular diseases and other related conditions such as high blood pressure and atherosclerosis1-4. Socio-economic status is also related to many of these risks and to cardiovascular disease.
This study aims to investigate lifestyle and socio-economic risk factors for non-valvular atrial fibrillation (AF).
Therefore a population-based case-control study will be performed using patients with AF as cases and age- and gender matched patients without AF as controls.
The relationship between lifestyle/socio-economic factors and AF will be estimated using crude and adjusted odds ratios from conditional logistic regression models.",Non-valvular atrial fibrillation.,"Dr Alexander Cohen - Chief Investigator - King's College London

Dr Alexander Cohen - Corresponding Applicant - King's College London

Dr Carlos Martinez - Collaborator - Institute for Epidemiology, Statistics and Informatics GmbH (Pharma Epi)

Professor Catalin Adrian Buzea - Collaborator - Carol Davila University of Medicine and Pharmacy

Mr Christopher Wallenhorst - Collaborator - Institute for Epidemiology, Statistics and Informatics GmbH (Pharma Epi)

Dr Jeffrey Weitz - Collaborator - McMaster University

Dr Leopoldo Pagliani - Collaborator - University of Padova

Dr Mario Santos - Collaborator - Hospital Santo Antonio, Centro Hospitalar do Porto

Dr Rui Providencia - Collaborator - St Bartholomew's Hospital

Tiago Gregorio - Collaborator - University of Porto Faculty of Medicine",HES Admitted;HES Admitted;HES Outpatient;HES Outpatient;Patient IMD;Patient IMD
1616633346-2196,https://www.cprd.com/protocol-list?page=25,Distance from glycaemic goal in patients with Type 2 Diabetes Mellitus in the UK,"In people with type 2 diabetes, treatment helps to control blood sugar in order to prevent complications and help with symptoms. Blood sugar below 7% is considered a common goal for most treated people with type 2 diabetes. Metformin is usually given as the first treatment option for lowering blood sugar followed by a number of other diabetes medications that is added to the metformin (dual-therapy) when the blood sugar goal is not reached. In this study, we propose to measure how far people treated with metformin are from their blood sugar goal of 7% at the time that they are put on another diabetes medication. The findings of this study will help us better understand treatment needs for people with type 2 diabetes.","This study aims to demonstrate the distance of HbA1c from goal (mean difference from normal target <7%) for metformin monotherapy at the time of treatment intensification in the UK. This study is primarily descriptive, a retrospective database analysis using CPRD. This study will include type 2 DM patients who initiated metformin monotherapy during the index period. The index date will be defined as the date of the first prescription during the index period. Index period is from January 01, 2014 to December 31, 2014. Index date is defined as the date of prescription of metformin monotherapy in the Index period. The primary outcome of the study is to demonstrate the distance to HbA1c goal (mean difference from HbA1c<7%) in patients on metformin mono at the time of treatment intensification in the UK. For the metformin monotherapy group, it would be the addition of the second line therapy that is defined as treatment intensification. We will report difference from HbA1c goal (<7%) at the time of treatment intensification for the metformin monotherapy group in 2014 in the UK including mean value, standard deviation, median, min, max. Additional stratification by age and by baseline HbA1c will be done to describe the change in HbA1c.",HbA1c value at time of treatment intensification and the distance from control goal (<7%).,"Gail Fernandes - Chief Investigator - Merck & Co., Inc.

Jinan Liu - Chief Investigator - Janssen US

Gail Fernandes - Corresponding Applicant - Merck & Co., Inc.

Jinan Liu - Corresponding Applicant - Janssen US

Mr Panagiotis Mavros - Collaborator - Janssen US

Dr Tongtong Wang - Collaborator - Merck & Co., Inc.",null
1616633381-2211,https://www.cprd.com/protocol-list?page=25,"Causes of mortality in patients with comorbid COPD and heart failure in the United Kingdom, 2005-2017","In this study, we aim to compare the causes of mortality for those patients with comorbid chronic obstructive pulmonary disease (COPD) and heart failure (HF) to those for patients with only one of these conditions. Additionally, we will investigate whether patients with comorbid COPD-HF have a greater risk of death overall and for certain causes, than those with only one condition.","There have been many studies investigating whether having both COPD and HF results in an increased risk of mortality compared to patients with only one of these conditions; however, as of yet there is no consensus. We will use linked CPRD and ONS data to investigate changes in causes of death. We will undertake descriptive analyses to investigate changes in causes of death over time. We will analyse rates of death associated with COPD, HF, and comorbid COPD-HF stratified by age and sex.",Mortality in ONS using the derived variable as well as information from all causes mentioned on the death certificate (proposed causes).,"Professor Jennifer Quint - Chief Investigator - Imperial College London

Miss Alicia Gayle - Collaborator - Imperial College London

Dr Chloe Bloom - Collaborator - Imperial College London

Miss Eleanor Axson - Corresponding Applicant - Imperial College London",ONS;Patient IMD
1616633377-2209,https://www.cprd.com/protocol-list?page=25,Weight change and the onset and progression of cardiovascular diseases in large scale electronic health records,"Weight, weight change and obesity have all been shown in research to be associated with an increased risk of particular diseases although scientific findings to date are conflicting. In this project, we will make use of data collected from hospitals and primary care during routine clinical care to investigate the trends of weight change, along with their relationship with a range of cardiovascular diseases (CVDs). 
At first, short-, mid- and long-term weight change patterns, at different population groups over time will be calculate and potential differences will be investigated. We will also estimate the effect of different weight change patterns on cardiovascular disease and examine whether these relationships are modified at different groups of patients. A relative advantage of this study is that clinical trials cannot enroll large number of participants and follow them up for a sufficient period of time to evaluate the impact of weight loss or increase on less frequent cardiovascular diseases. 
Finally, we will examine to what extend weight change can improve the predictive ability of risk scores for cardiovascular diseases","Weight change trajectories over time and the subsequent effects on cardiovascular diseases (CVDs) have not been investigated in large scale populations with contemporary levels of obesity. This study aims to fill this gap through evaluation of linked Electronic Health Records [Clinical Practice Research Datalink (CPRD), Hospital Episode Statistics (HES) and Office for National Statistics (ONS). Firstly, we will calculate the short-, mid- and long-term patterns of weight fluctuation at different population groups. Moreover, we will use marginal structural Cox models, based on the inverse probability of weighting to tackle time-dependent confounding and estimate the impact of different weight change patterns (combined with other CVD factors) with the initial onset and progression of CVD overall, as well as of different and pathologically-diverse CVDs, for which randomized controlled trials are not viable. More specifically, using the inverse probability weights, we create a pseudo-population where treatment and control patients have the same probability of being assigned to treatment, at each time point, conditional on observed data. Finally, risk prediction scores for CVDs, like for Framingham risk score and QRISK will be evaluated and subsequently updated, by including weight change into them, to check to what extend their predictive ability is improved.",#NAME?,"Dr Michail Katsoulis - Chief Investigator - Farr Institute of Health Informatics Research

Ms Aasiyah Rashan - Collaborator - University College London ( UCL )

Dr Amitava Banerjee - Collaborator - University College London ( UCL )

Miss Burcu Ozaltin - Collaborator - University College London ( UCL )

Professor Harry Hemingway - Collaborator - University College London ( UCL )

Manuel Gomes - Collaborator - University College London ( UCL )

Dr Michail Katsoulis - Corresponding Applicant - Farr Institute of Health Informatics Research

Miguel Hernan - Collaborator - Harvard University

Professor Spiros Denaxas - Collaborator - University College London ( UCL )

Mr Tianyi Liu - Collaborator - University College London ( UCL )",HES Admitted;ONS;Patient IMD
1616633348-2197,https://www.cprd.com/protocol-list?page=25,Clinical profile of pre-defined asthma phenotypes in a large cohort of UK primary care patients (CPRD).,"Asthma is a common disease of the lungs and airways that can take many forms and patients can have several different symptoms, such as wheeze, chest tightness, breathlessness and cough. Different subgroups of the disease, called phenotypes, have been distinguished by gathering asthma patients with the same features together using a small number of primary care patients. Patients with an asthma phenotype share a collection of several features. Examples of these features are mild asthma, allergies, obesity, and cell counts of a type of white blood cell in blood tests. However, it is not known if these asthma phenotypes exist in the real world as less than 10% of asthma patients are eligible for the test setting where these phenotypes were first studied. In this study, we aim to study the features, medication, other illnesses and frequency of asthma attacks of people with different asthma phenotypes using data from a sizeable amount of primary care patients. This work is clinically important as the best asthma treatment may differ between phenotypes.","Clinical phenotypes of asthma in primary care have been established using cluster analysis by Haldar et al. in a small primary care trial population. It is not known whether these phenotypes exists in a large cohort of primary care patients. The objective of this study is to classify the asthma patients into predefined phenotypes, and assess their clinical profile, medication use, comorbidities and health-care resource utilization and enumerate their rate of asthma exacerbations during follow-up and compare with existing data from clinical cohorts. In order to do this, we will assign asthma patients in CPRD GOLD a phenotype; the pre-defined phenotypes in primary care are 'Benign asthma', 'Atopic asthma', 'Obese non-eosinophilic asthma' and 'Asthma Not Otherwise Specified'. We will use blood eosinophil counts, asthma severity and additional phenotype-specific criteria as defining criteria for the phenotypes. Thus, we will be able to describe the profile of the asthma patients including demographic criteria, comorbidities and treatment step as defined by the BTS guidelines. The frequency of asthma exacerbations in each phenotype will be studied using Poisson regression to control for potential confounders. As novel asthma treatments aim to target clinical phenotypes, it is important to understand their occurrence using real world evidence.","Asthma exacerbation rates, including asthma hospitalizations and ER visits; Asthma medication use (BTS step); Pre-defined comorbidities: (Atopy, COPD, Gastro-oesophageal reflux disease, Nasal polyps, Sleep Apnoea, Anxiety, Depression).","Professor Jennifer Quint - Chief Investigator - Imperial College London

Dr Chloe Bloom - Collaborator - Imperial College London

Francis Nissen - Corresponding Applicant - Roche

Dr Hana Mullerova - Collaborator - Astra Zeneca Ltd - UK Headquarters

Ian Douglas - Collaborator - London School of Hygiene & Tropical Medicine ( LSHTM )

Professor Liam Smeeth - Collaborator - London School of Hygiene & Tropical Medicine ( LSHTM )

Neil Pearce - Collaborator - London School of Hygiene & Tropical Medicine ( LSHTM )",HES A&E;HES Admitted;ONS;Patient IMD
1616633330-2190,https://www.cprd.com/protocol-list?page=26,Dipeptidyl deptidase-4 inhibitors and the incidence of inflammatory bowel disease among patients with type 2 diabetes.,"Dipeptidyl peptidase-4 (DPP-4) inhibitors are relatively new drugs for the treatment of diabetes. First introduced in the United Kingdom in 2007, these drugs have become increasingly popular because they effectively lower glucose levels in the blood, but without the side effects of other antidiabetic drugs. In addition to their effects on lowering glucose levels, there is some evidence that these drugs may play a role in inflammatory bowel disease (IBD), a chronic disease that affects the digestive tract. However, the exact role of these drugs on this disease remains unclear. Moreover, to date, no studies have been conducted to assess whether the use of DPP-4 inhibitors affects the risk of developing IBD. Thus, using the Clinical Practice Research Datalink, we will assemble a large group of patients with type 2 diabetes to assess this association. This will provide much needed information on the safety of DPP-4 inhibitors.","DPP-4 inhibitors are incretin-based drugs that are now commonly used to treat type 2 diabetes. However, in addition to its role in glucose metabolism, there is evidence that the DPP-4 enzyme (also known as CD26) may play a role in IBD, although its specific role is not well understood. On the one hand, this enzyme has been shown to inhibit T-cell proliferation and cytokine production, while on the other, studies have reported decreased levels of the DPP-4 enzyme in serum of IBD patients, which are inversely associated with disease severity; the latter supports a possible deleterious role of DPP-4 in IBD. To address this question, we will assemble a cohort of approximately 130,000 patients newly-treated with antidiabetic drugs between 2007 and 2016, with follow up until 2017. Use of DPP-4 inhibitors will be modelled as a time-varying variable, allowing for a 6-month lag period for latency. Time-dependent Cox proportional hazards models will be used to estimate hazard ratios with 95% confidence intervals of IBD associated with use of DPP-4 inhibitors, compared with use of all other antidiabetic drugs. Secondary analyses will assess whether risk varies by duration of use, and by type of IBD (Crohn's disease and ulcerative colitis).",Inflammatory bowel disease (IBD) overall; Crohn's disease; Ulcerative colitis.,"Dr Samy Suissa - Chief Investigator - McGill University

Alain Bitton - Collaborator - McGill University

Antonios Douros - Collaborator - McGill University

Professor Christel Renoux - Collaborator - McGill University

Ms Devin Abrahami - Collaborator - McGill University

Ms Hui Yin - Collaborator - Sir Mortimer B Davis Jewish General Hospital

Dr Laurent Azoulay - Corresponding Applicant - McGill University

Oriana Hoi Yun Yu - Collaborator - Sir Mortimer B Davis Jewish General Hospital",null
1616633317-2184,https://www.cprd.com/protocol-list?page=26,Developing a Clinical Decision Support Tool for the Early Diagnosis of Malignant Tumours of the Pancreas,"Background: Pancreatic cancer is often diagnosed at an incurable stage when it has already spread outside of the pancreas. This is because until the cancer is quite advanced, it does not cause specific symptoms. However, patients often present to their GP several times before diagnosis with symptoms that could be caused by early pancreatic cancer. Identifying these patients earlier could lead to a diagnosis when the cancer is less advanced, so more patients could undergo surgery with potential cure. Purpose of the study: Using the Clinical Practice Research Datalink (CPRD) of over ten million patients, we will compare the symptoms of patients later diagnosed with pancreatic cancer to patients with the same symptoms who did not have pancreatic cancer. We will also look at their medical history and medications to identify other risk factors for pancreatic cancer. Potential importance of the findings: We aim to create an electronic risk calculator (known as a 'clinical decision support tool'). After reviewing a patient with suspicious symptoms, doctors could enter in the patient's risk factors and other relevant information and the tool would estimate the risk that that patient's symptoms are caused by pancreatic cancer, prompting referral for investigations or a specialist opinion.","Objective: To create a clinical decision support tool to help doctors determine the risk that a patient with a particular set of symptoms and risk factors has a cancer within the pancreas, to assist in deciding whether or not to refer a patient for further investigation. Methods: The anonymised records of ten million patients in the Clinical Practice Research Datalink (CPRD) dataset from 2000 - 2016 will be analysed. Patients with a cancer within the pancreas (pancreatic ductal adenocarcinoma, pancreatic neuroendocrine tumours, or biliary tract cancers) diagnosed between 01/01/2001 and 31/12/2015 will be compared to patients without cancer to determine the likelihood that a patient presenting with a particular group of symptoms and risk factors has one of these cancers. Data analysis: Descriptive statistics will be used to determine the changing incidences of the three cancer types over the study period. Multivariable regression analysis will examine the associations between the three cancer types and age, gender and level of deprivation, as well as determining whether survival from these cancers has changed in the last 15 years. Regression models, cluster and factor analyses will be used to develop an algorithm to estimate the risk of pancreatic cancer based on an individual patient's symptoms and risk factors.","Primary health outcomes
- Diagnosis of a pancreatic ductal adenocarcinoma, pancreatic neuroendocrine tumour or biliary tract cancer

Secondary health outcomes
- Trends in incidences of the three different cancer types over the study period
- Overall survival of patients after they have been diagnosed with a pancreatic or biliary tract cancer
- How patients use health care resources (e.g. GP or hospital attendances) before they are diagnosed with a cancer arising from within the pancreas","Stephen Pereira - Chief Investigator - University College London ( UCL )

Dr Arturo Gonzalez-Izquierdo - Collaborator - University College London ( UCL )

Dr Harry Martin - Collaborator - University College London ( UCL )

Dr Margaret (Geri) Keane - Collaborator - University College London ( UCL )

Peter Labib - Collaborator - University College London ( UCL )

Ms Rebecca White - Collaborator - University College London ( UCL )

Ms Shahida Islam - Collaborator - University College London ( UCL )

Stephen Pereira - Corresponding Applicant - University College London ( UCL )

Dr Yoryos (Georgios) Lyratzopoulos - Collaborator - University College London ( UCL )",Cancer Registration Data;HES A&E;HES Admitted;HES DID;HES Outpatient;ONS;Patient Townsend;Practice IMD (Standard)
